asset,time,CapMVRVCur
btc,2017-03-03T00:00:00.000000000Z,2.57132568
btc,2017-03-04T00:00:00.000000000Z,2.52422599
btc,2017-03-05T00:00:00.000000000Z,2.53213829
btc,2017-03-06T00:00:00.000000000Z,2.53275359
btc,2017-03-07T00:00:00.000000000Z,2.43376828
btc,2017-03-08T00:00:00.000000000Z,2.27006537
btc,2017-03-09T00:00:00.000000000Z,2.34691879
btc,2017-03-10T00:00:00.000000000Z,2.16260738
btc,2017-03-11T00:00:00.000000000Z,2.31121876
btc,2017-03-12T00:00:00.000000000Z,2.41252703
btc,2017-03-13T00:00:00.000000000Z,2.41079093
btc,2017-03-14T00:00:00.000000000Z,2.41809563
btc,2017-03-15T00:00:00.000000000Z,2.43048179
btc,2017-03-16T00:00:00.000000000Z,2.27079494
btc,2017-03-17T00:00:00.000000000Z,2.07020764
btc,2017-03-18T00:00:00.000000000Z,1.86260387
btc,2017-03-19T00:00:00.000000000Z,1.97134108
btc,2017-03-20T00:00:00.000000000Z,2.00477708
btc,2017-03-21T00:00:00.000000000Z,2.1395375
btc,2017-03-22T00:00:00.000000000Z,1.99485875
btc,2017-03-23T00:00:00.000000000Z,1.97800188
btc,2017-03-24T00:00:00.000000000Z,1.8009221
btc,2017-03-25T00:00:00.000000000Z,1.86294639
btc,2017-03-26T00:00:00.000000000Z,1.85054884
btc,2017-03-27T00:00:00.000000000Z,1.99869446
btc,2017-03-28T00:00:00.000000000Z,1.9993941
btc,2017-03-29T00:00:00.000000000Z,1.98727297
btc,2017-03-30T00:00:00.000000000Z,1.98163667
btc,2017-03-31T00:00:00.000000000Z,2.0572416
btc,2017-04-01T00:00:00.000000000Z,2.06862352
btc,2017-04-02T00:00:00.000000000Z,2.09581972
btc,2017-04-03T00:00:00.000000000Z,2.16252803
btc,2017-04-04T00:00:00.000000000Z,2.15325451
btc,2017-04-05T00:00:00.000000000Z,2.13735782
btc,2017-04-06T00:00:00.000000000Z,2.23959041
btc,2017-04-07T00:00:00.000000000Z,2.22647362
btc,2017-04-08T00:00:00.000000000Z,2.21001181
btc,2017-04-09T00:00:00.000000000Z,2.2586269
btc,2017-04-10T00:00:00.000000000Z,2.24975256
btc,2017-04-11T00:00:00.000000000Z,2.27711178
btc,2017-04-12T00:00:00.000000000Z,2.24625621
btc,2017-04-13T00:00:00.000000000Z,2.16504122
btc,2017-04-14T00:00:00.000000000Z,2.16522828
btc,2017-04-15T00:00:00.000000000Z,2.1659084
btc,2017-04-16T00:00:00.000000000Z,2.16125164
btc,2017-04-17T00:00:00.000000000Z,2.18766073
btc,2017-04-18T00:00:00.000000000Z,2.20166725
btc,2017-04-19T00:00:00.000000000Z,2.21134437
btc,2017-04-20T00:00:00.000000000Z,2.25276621
btc,2017-04-21T00:00:00.000000000Z,2.26940479
btc,2017-04-22T00:00:00.000000000Z,2.26016436
btc,2017-04-23T00:00:00.000000000Z,2.26874872
btc,2017-04-24T00:00:00.000000000Z,2.27570599
btc,2017-04-25T00:00:00.000000000Z,2.3093693
btc,2017-04-26T00:00:00.000000000Z,2.33216845
btc,2017-04-27T00:00:00.000000000Z,2.4099622
btc,2017-04-28T00:00:00.000000000Z,2.40107994
btc,2017-04-29T00:00:00.000000000Z,2.41223986
btc,2017-04-30T00:00:00.000000000Z,2.44637619
btc,2017-05-01T00:00:00.000000000Z,2.52560356
btc,2017-05-02T00:00:00.000000000Z,2.55708418
btc,2017-05-03T00:00:00.000000000Z,2.6373993
btc,2017-05-04T00:00:00.000000000Z,2.64748386
btc,2017-05-05T00:00:00.000000000Z,2.61101197
btc,2017-05-06T00:00:00.000000000Z,2.6710611
btc,2017-05-07T00:00:00.000000000Z,2.58516798
btc,2017-05-08T00:00:00.000000000Z,2.82026827
btc,2017-05-09T00:00:00.000000000Z,2.8500152
btc,2017-05-10T00:00:00.000000000Z,2.92992045
btc,2017-05-11T00:00:00.000000000Z,2.98180004
btc,2017-05-12T00:00:00.000000000Z,2.75847679
btc,2017-05-13T00:00:00.000000000Z,2.86505128
btc,2017-05-14T00:00:00.000000000Z,2.87984317
btc,2017-05-15T00:00:00.000000000Z,2.77569902
btc,2017-05-16T00:00:00.000000000Z,2.7951762
btc,2017-05-17T00:00:00.000000000Z,2.85141326
btc,2017-05-18T00:00:00.000000000Z,2.96696988
btc,2017-05-19T00:00:00.000000000Z,3.05210147
btc,2017-05-20T00:00:00.000000000Z,3.14988555
btc,2017-05-21T00:00:00.000000000Z,3.12275546
btc,2017-05-22T00:00:00.000000000Z,3.12461059
btc,2017-05-23T00:00:00.000000000Z,3.32739524
btc,2017-05-24T00:00:00.000000000Z,3.49513899
btc,2017-05-25T00:00:00.000000000Z,3.29706174
btc,2017-05-26T00:00:00.000000000Z,3.20703848
btc,2017-05-27T00:00:00.000000000Z,2.87538901
btc,2017-05-28T00:00:00.000000000Z,3.1100624
btc,2017-05-29T00:00:00.000000000Z,3.1715195
btc,2017-05-30T00:00:00.000000000Z,2.99605054
btc,2017-05-31T00:00:00.000000000Z,3.14282004
btc,2017-06-01T00:00:00.000000000Z,3.24185226
btc,2017-06-02T00:00:00.000000000Z,3.32189022
btc,2017-06-03T00:00:00.000000000Z,3.38499502
btc,2017-06-04T00:00:00.000000000Z,3.33016911
btc,2017-06-05T00:00:00.000000000Z,3.49837338
btc,2017-06-06T00:00:00.000000000Z,3.68734337
btc,2017-06-07T00:00:00.000000000Z,3.45563714
btc,2017-06-08T00:00:00.000000000Z,3.54000799
btc,2017-06-09T00:00:00.000000000Z,3.50908106
btc,2017-06-10T00:00:00.000000000Z,3.60375711
btc,2017-06-11T00:00:00.000000000Z,3.64019441
btc,2017-06-12T00:00:00.000000000Z,3.22800548
btc,2017-06-13T00:00:00.000000000Z,3.24114582
btc,2017-06-14T00:00:00.000000000Z,2.919798
btc,2017-06-15T00:00:00.000000000Z,2.87371971
btc,2017-06-16T00:00:00.000000000Z,2.93413098
btc,2017-06-17T00:00:00.000000000Z,3.1272984
btc,2017-06-18T00:00:00.000000000Z,2.93677553
btc,2017-06-19T00:00:00.000000000Z,3.00723619
btc,2017-06-20T00:00:00.000000000Z,3.14552423
btc,2017-06-21T00:00:00.000000000Z,3.02520974
btc,2017-06-22T00:00:00.000000000Z,3.0574306
btc,2017-06-23T00:00:00.000000000Z,3.04158628
btc,2017-06-24T00:00:00.000000000Z,2.89910643
btc,2017-06-25T00:00:00.000000000Z,2.82389576
btc,2017-06-26T00:00:00.000000000Z,2.74177101
btc,2017-06-27T00:00:00.000000000Z,2.84709982
btc,2017-06-28T00:00:00.000000000Z,2.86973355
btc,2017-06-29T00:00:00.000000000Z,2.83338619
btc,2017-06-30T00:00:00.000000000Z,2.7235698
btc,2017-07-01T00:00:00.000000000Z,2.67604439
btc,2017-07-02T00:00:00.000000000Z,2.78455696
btc,2017-07-03T00:00:00.000000000Z,2.8067694
btc,2017-07-04T00:00:00.000000000Z,2.84851858
btc,2017-07-05T00:00:00.000000000Z,2.84213614
btc,2017-07-06T00:00:00.000000000Z,2.82784137
btc,2017-07-07T00:00:00.000000000Z,2.70091753
btc,2017-07-08T00:00:00.000000000Z,2.7563821
btc,2017-07-09T00:00:00.000000000Z,2.70314378
btc,2017-07-10T00:00:00.000000000Z,2.50667922
btc,2017-07-11T00:00:00.000000000Z,2.5040635
btc,2017-07-12T00:00:00.000000000Z,2.5607933
btc,2017-07-13T00:00:00.000000000Z,2.52324473
btc,2017-07-14T00:00:00.000000000Z,2.38547763
btc,2017-07-15T00:00:00.000000000Z,2.15162881
btc,2017-07-16T00:00:00.000000000Z,2.0725336
btc,2017-07-17T00:00:00.000000000Z,2.38704005
btc,2017-07-18T00:00:00.000000000Z,2.47286929
btc,2017-07-19T00:00:00.000000000Z,2.41800668
btc,2017-07-20T00:00:00.000000000Z,2.98008325
btc,2017-07-21T00:00:00.000000000Z,2.80324324
btc,2017-07-22T00:00:00.000000000Z,2.956705
btc,2017-07-23T00:00:00.000000000Z,2.86830102
btc,2017-07-24T00:00:00.000000000Z,2.8571688
btc,2017-07-25T00:00:00.000000000Z,2.63175728
btc,2017-07-26T00:00:00.000000000Z,2.58755545
btc,2017-07-27T00:00:00.000000000Z,2.70895213
btc,2017-07-28T00:00:00.000000000Z,2.77596935
btc,2017-07-29T00:00:00.000000000Z,2.65045335
btc,2017-07-30T00:00:00.000000000Z,2.63429117
btc,2017-07-31T00:00:00.000000000Z,2.66440296
btc,2017-08-01T00:00:00.000000000Z,2.51234417
btc,2017-08-02T00:00:00.000000000Z,2.45667542
btc,2017-08-03T00:00:00.000000000Z,2.51633659
btc,2017-08-04T00:00:00.000000000Z,2.52690325
btc,2017-08-05T00:00:00.000000000Z,2.8058202
btc,2017-08-06T00:00:00.000000000Z,2.74360243
btc,2017-08-07T00:00:00.000000000Z,2.8173808
btc,2017-08-08T00:00:00.000000000Z,2.79701154
btc,2017-08-09T00:00:00.000000000Z,2.70304955
btc,2017-08-10T00:00:00.000000000Z,2.74911842
btc,2017-08-11T00:00:00.000000000Z,2.89608699
btc,2017-08-12T00:00:00.000000000Z,3.02040239
btc,2017-08-13T00:00:00.000000000Z,3.12865374
btc,2017-08-14T00:00:00.000000000Z,3.25544228
btc,2017-08-15T00:00:00.000000000Z,3.11536106
btc,2017-08-16T00:00:00.000000000Z,3.22936466
btc,2017-08-17T00:00:00.000000000Z,3.14349195
btc,2017-08-18T00:00:00.000000000Z,2.97541172
btc,2017-08-19T00:00:00.000000000Z,2.97749577
btc,2017-08-20T00:00:00.000000000Z,2.88932289
btc,2017-08-21T00:00:00.000000000Z,2.8086644
btc,2017-08-22T00:00:00.000000000Z,2.84203031
btc,2017-08-23T00:00:00.000000000Z,2.86484514
btc,2017-08-24T00:00:00.000000000Z,2.96780825
btc,2017-08-25T00:00:00.000000000Z,2.96751747
btc,2017-08-26T00:00:00.000000000Z,2.94348577
btc,2017-08-27T00:00:00.000000000Z,2.93116239
btc,2017-08-28T00:00:00.000000000Z,2.93365297
btc,2017-08-29T00:00:00.000000000Z,3.03875355
btc,2017-08-30T00:00:00.000000000Z,3.00669499
btc,2017-08-31T00:00:00.000000000Z,3.06677185
btc,2017-09-01T00:00:00.000000000Z,3.14249768
btc,2017-09-02T00:00:00.000000000Z,2.91990917
btc,2017-09-03T00:00:00.000000000Z,2.92473488
btc,2017-09-04T00:00:00.000000000Z,2.75162247
btc,2017-09-05T00:00:00.000000000Z,2.78742564
btc,2017-09-06T00:00:00.000000000Z,2.86204183
btc,2017-09-07T00:00:00.000000000Z,2.84583752
btc,2017-09-08T00:00:00.000000000Z,2.66619471
btc,2017-09-09T00:00:00.000000000Z,2.65540041
btc,2017-09-10T00:00:00.000000000Z,2.59879339
btc,2017-09-11T00:00:00.000000000Z,2.56454296
btc,2017-09-12T00:00:00.000000000Z,2.53102364
btc,2017-09-13T00:00:00.000000000Z,2.36797159
btc,2017-09-14T00:00:00.000000000Z,1.99521056
btc,2017-09-15T00:00:00.000000000Z,2.26320938
btc,2017-09-16T00:00:00.000000000Z,2.26588756
btc,2017-09-17T00:00:00.000000000Z,2.26478555
btc,2017-09-18T00:00:00.000000000Z,2.47915064
btc,2017-09-19T00:00:00.000000000Z,2.38109715
btc,2017-09-20T00:00:00.000000000Z,2.3596557
btc,2017-09-21T00:00:00.000000000Z,2.19309389
btc,2017-09-22T00:00:00.000000000Z,2.19168978
btc,2017-09-23T00:00:00.000000000Z,2.28253357
btc,2017-09-24T00:00:00.000000000Z,2.22242941
btc,2017-09-25T00:00:00.000000000Z,2.34287282
btc,2017-09-26T00:00:00.000000000Z,2.32052467
btc,2017-09-27T00:00:00.000000000Z,2.4968666
btc,2017-09-28T00:00:00.000000000Z,2.47501585
btc,2017-09-29T00:00:00.000000000Z,2.44954557
btc,2017-09-30T00:00:00.000000000Z,2.54204123
btc,2017-10-01T00:00:00.000000000Z,2.56194858
btc,2017-10-02T00:00:00.000000000Z,2.55136556
btc,2017-10-03T00:00:00.000000000Z,2.49742904
btc,2017-10-04T00:00:00.000000000Z,2.44055834
btc,2017-10-05T00:00:00.000000000Z,2.48286744
btc,2017-10-06T00:00:00.000000000Z,2.50112549
btc,2017-10-07T00:00:00.000000000Z,2.535902
btc,2017-10-08T00:00:00.000000000Z,2.61523452
btc,2017-10-09T00:00:00.000000000Z,2.68982061
btc,2017-10-10T00:00:00.000000000Z,2.65170924
btc,2017-10-11T00:00:00.000000000Z,2.68235621
btc,2017-10-12T00:00:00.000000000Z,2.9735157
btc,2017-10-13T00:00:00.000000000Z,3.05039678
btc,2017-10-14T00:00:00.000000000Z,3.12159957
btc,2017-10-15T00:00:00.000000000Z,3.05072713
btc,2017-10-16T00:00:00.000000000Z,3.05813234
btc,2017-10-17T00:00:00.000000000Z,2.95026635
btc,2017-10-18T00:00:00.000000000Z,2.93164856
btc,2017-10-19T00:00:00.000000000Z,2.96891932
btc,2017-10-20T00:00:00.000000000Z,3.09805688
btc,2017-10-21T00:00:00.000000000Z,3.09579617
btc,2017-10-22T00:00:00.000000000Z,3.04834116
btc,2017-10-23T00:00:00.000000000Z,2.93951363
btc,2017-10-24T00:00:00.000000000Z,2.73999189
btc,2017-10-25T00:00:00.000000000Z,2.83167233
btc,2017-10-26T00:00:00.000000000Z,2.89701261
btc,2017-10-27T00:00:00.000000000Z,2.82258819
btc,2017-10-28T00:00:00.000000000Z,2.81072114
btc,2017-10-29T00:00:00.000000000Z,2.99284618
btc,2017-10-30T00:00:00.000000000Z,2.94639905
btc,2017-10-31T00:00:00.000000000Z,3.07051562
btc,2017-11-01T00:00:00.000000000Z,3.17194342
btc,2017-11-02T00:00:00.000000000Z,3.26783421
btc,2017-11-03T00:00:00.000000000Z,3.2996631
btc,2017-11-04T00:00:00.000000000Z,3.37458714
btc,2017-11-05T00:00:00.000000000Z,3.31955857
btc,2017-11-06T00:00:00.000000000Z,3.12842422
btc,2017-11-07T00:00:00.000000000Z,3.16064437
btc,2017-11-08T00:00:00.000000000Z,3.2777098
btc,2017-11-09T00:00:00.000000000Z,3.10220792
btc,2017-11-10T00:00:00.000000000Z,2.86889448
btc,2017-11-11T00:00:00.000000000Z,2.7353594
btc,2017-11-12T00:00:00.000000000Z,2.4696982
btc,2017-11-13T00:00:00.000000000Z,2.72664306
btc,2017-11-14T00:00:00.000000000Z,2.74071229
btc,2017-11-15T00:00:00.000000000Z,2.97614814
btc,2017-11-16T00:00:00.000000000Z,3.15562228
btc,2017-11-17T00:00:00.000000000Z,3.06551771
btc,2017-11-18T00:00:00.000000000Z,3.06748215
btc,2017-11-19T00:00:00.000000000Z,3.12664738
btc,2017-11-20T00:00:00.000000000Z,3.18401839
btc,2017-11-21T00:00:00.000000000Z,3.07693153
btc,2017-11-22T00:00:00.000000000Z,3.11368282
btc,2017-11-23T00:00:00.000000000Z,3.0255203
btc,2017-11-24T00:00:00.000000000Z,3.04932356
btc,2017-11-25T00:00:00.000000000Z,3.19796528
btc,2017-11-26T00:00:00.000000000Z,3.34857257
btc,2017-11-27T00:00:00.000000000Z,3.43189779
btc,2017-11-28T00:00:00.000000000Z,3.42405668
btc,2017-11-29T00:00:00.000000000Z,3.31618599
btc,2017-11-30T00:00:00.000000000Z,3.33958212
btc,2017-12-01T00:00:00.000000000Z,3.55287307
btc,2017-12-02T00:00:00.000000000Z,3.54526509
btc,2017-12-03T00:00:00.000000000Z,3.59996863
btc,2017-12-04T00:00:00.000000000Z,3.65371219
btc,2017-12-05T00:00:00.000000000Z,3.65310274
btc,2017-12-06T00:00:00.000000000Z,4.21096815
btc,2017-12-07T00:00:00.000000000Z,4.7166582
btc,2017-12-08T00:00:00.000000000Z,4.34686442
btc,2017-12-09T00:00:00.000000000Z,3.96460494
btc,2017-12-10T00:00:00.000000000Z,4.00840979
btc,2017-12-11T00:00:00.000000000Z,4.25607302
btc,2017-12-12T00:00:00.000000000Z,4.23927385
btc,2017-12-13T00:00:00.000000000Z,3.93575963
btc,2017-12-14T00:00:00.000000000Z,3.8994793
btc,2017-12-15T00:00:00.000000000Z,4.07868942
btc,2017-12-16T00:00:00.000000000Z,4.43076633
btc,2017-12-17T00:00:00.000000000Z,4.25193445
btc,2017-12-18T00:00:00.000000000Z,4.12995773
btc,2017-12-19T00:00:00.000000000Z,3.80550806
btc,2017-12-20T00:00:00.000000000Z,3.49226172
btc,2017-12-21T00:00:00.000000000Z,3.30154348
btc,2017-12-22T00:00:00.000000000Z,3.01016272
btc,2017-12-23T00:00:00.000000000Z,3.11960008
btc,2017-12-24T00:00:00.000000000Z,2.92511724
btc,2017-12-25T00:00:00.000000000Z,2.92950297
btc,2017-12-26T00:00:00.000000000Z,3.23788307
btc,2017-12-27T00:00:00.000000000Z,3.13118795
btc,2017-12-28T00:00:00.000000000Z,2.90015736
btc,2017-12-29T00:00:00.000000000Z,2.94080172
btc,2017-12-30T00:00:00.000000000Z,2.60242905
btc,2017-12-31T00:00:00.000000000Z,2.78726716
btc,2018-01-01T00:00:00.000000000Z,2.69423548
btc,2018-01-02T00:00:00.000000000Z,2.92544313
btc,2018-01-03T00:00:00.000000000Z,2.96026687
btc,2018-01-04T00:00:00.000000000Z,2.94402195
btc,2018-01-05T00:00:00.000000000Z,3.26196426
btc,2018-01-06T00:00:00.000000000Z,3.24692954
btc,2018-01-07T00:00:00.000000000Z,3.04278121
btc,2018-01-08T00:00:00.000000000Z,2.80152545
btc,2018-01-09T00:00:00.000000000Z,2.69017079
btc,2018-01-10T00:00:00.000000000Z,2.73334467
btc,2018-01-11T00:00:00.000000000Z,2.45400706
btc,2018-01-12T00:00:00.000000000Z,2.55762013
btc,2018-01-13T00:00:00.000000000Z,2.63127775
btc,2018-01-14T00:00:00.000000000Z,2.52606465
btc,2018-01-15T00:00:00.000000000Z,2.50804935
btc,2018-01-16T00:00:00.000000000Z,2.12079726
btc,2018-01-17T00:00:00.000000000Z,2.07376393
btc,2018-01-18T00:00:00.000000000Z,2.09352287
btc,2018-01-19T00:00:00.000000000Z,2.129939
btc,2018-01-20T00:00:00.000000000Z,2.37080852
btc,2018-01-21T00:00:00.000000000Z,2.12617327
btc,2018-01-22T00:00:00.000000000Z,2.00268788
btc,2018-01-23T00:00:00.000000000Z,2.02766184
btc,2018-01-24T00:00:00.000000000Z,2.09753554
btc,2018-01-25T00:00:00.000000000Z,2.08000559
btc,2018-01-26T00:00:00.000000000Z,2.05791562
btc,2018-01-27T00:00:00.000000000Z,2.10883443
btc,2018-01-28T00:00:00.000000000Z,2.15410037
btc,2018-01-29T00:00:00.000000000Z,2.06552658
btc,2018-01-30T00:00:00.000000000Z,1.85916763
btc,2018-01-31T00:00:00.000000000Z,1.87794381
btc,2018-02-01T00:00:00.000000000Z,1.69691999
btc,2018-02-02T00:00:00.000000000Z,1.66151934
btc,2018-02-03T00:00:00.000000000Z,1.72878243
btc,2018-02-04T00:00:00.000000000Z,1.56184746
btc,2018-02-05T00:00:00.000000000Z,1.30831891
btc,2018-02-06T00:00:00.000000000Z,1.48101152
btc,2018-02-07T00:00:00.000000000Z,1.46484643
btc,2018-02-08T00:00:00.000000000Z,1.58085047
btc,2018-02-09T00:00:00.000000000Z,1.6660923
btc,2018-02-10T00:00:00.000000000Z,1.64139497
btc,2018-02-11T00:00:00.000000000Z,1.55971533
btc,2018-02-12T00:00:00.000000000Z,1.71364615
btc,2018-02-13T00:00:00.000000000Z,1.64241903
btc,2018-02-14T00:00:00.000000000Z,1.81957973
btc,2018-02-15T00:00:00.000000000Z,1.93482187
btc,2018-02-16T00:00:00.000000000Z,1.9474862
btc,2018-02-17T00:00:00.000000000Z,2.11360732
btc,2018-02-18T00:00:00.000000000Z,1.99108492
btc,2018-02-19T00:00:00.000000000Z,2.11485368
btc,2018-02-20T00:00:00.000000000Z,2.12780635
btc,2018-02-21T00:00:00.000000000Z,1.97827013
btc,2018-02-22T00:00:00.000000000Z,1.84607258
btc,2018-02-23T00:00:00.000000000Z,1.89577059
btc,2018-02-24T00:00:00.000000000Z,1.8093287
btc,2018-02-25T00:00:00.000000000Z,1.7940982
btc,2018-02-26T00:00:00.000000000Z,1.92409125
btc,2018-02-27T00:00:00.000000000Z,1.98459986
btc,2018-02-28T00:00:00.000000000Z,1.91774992
btc,2018-03-01T00:00:00.000000000Z,2.0275908
btc,2018-03-02T00:00:00.000000000Z,2.0411051
btc,2018-03-03T00:00:00.000000000Z,2.11464502
btc,2018-03-04T00:00:00.000000000Z,2.11715719
btc,2018-03-05T00:00:00.000000000Z,2.124487
btc,2018-03-06T00:00:00.000000000Z,1.96727059
btc,2018-03-07T00:00:00.000000000Z,1.82720774
btc,2018-03-08T00:00:00.000000000Z,1.72480924
btc,2018-03-09T00:00:00.000000000Z,1.72471755
btc,2018-03-10T00:00:00.000000000Z,1.6363096
btc,2018-03-11T00:00:00.000000000Z,1.76958222
btc,2018-03-12T00:00:00.000000000Z,1.70331347
btc,2018-03-13T00:00:00.000000000Z,1.70702426
btc,2018-03-14T00:00:00.000000000Z,1.53691592
btc,2018-03-15T00:00:00.000000000Z,1.54749227
btc,2018-03-16T00:00:00.000000000Z,1.56958433
btc,2018-03-17T00:00:00.000000000Z,1.47896206
btc,2018-03-18T00:00:00.000000000Z,1.5372127
btc,2018-03-19T00:00:00.000000000Z,1.60262445
btc,2018-03-20T00:00:00.000000000Z,1.66984764
btc,2018-03-21T00:00:00.000000000Z,1.66685407
btc,2018-03-22T00:00:00.000000000Z,1.6366036
btc,2018-03-23T00:00:00.000000000Z,1.64830412
btc,2018-03-24T00:00:00.000000000Z,1.61787156
btc,2018-03-25T00:00:00.000000000Z,1.58785272
btc,2018-03-26T00:00:00.000000000Z,1.54056226
btc,2018-03-27T00:00:00.000000000Z,1.47972397
btc,2018-03-28T00:00:00.000000000Z,1.49995286
btc,2018-03-29T00:00:00.000000000Z,1.34902071
btc,2018-03-30T00:00:00.000000000Z,1.30076662
btc,2018-03-31T00:00:00.000000000Z,1.31875342
btc,2018-04-01T00:00:00.000000000Z,1.29804435
btc,2018-04-02T00:00:00.000000000Z,1.34269917
btc,2018-04-03T00:00:00.000000000Z,1.41752889
btc,2018-04-04T00:00:00.000000000Z,1.29795987
btc,2018-04-05T00:00:00.000000000Z,1.30312944
btc,2018-04-06T00:00:00.000000000Z,1.26963243
btc,2018-04-07T00:00:00.000000000Z,1.32349168
btc,2018-04-08T00:00:00.000000000Z,1.34758367
btc,2018-04-09T00:00:00.000000000Z,1.29733763
btc,2018-04-10T00:00:00.000000000Z,1.3143587
btc,2018-04-11T00:00:00.000000000Z,1.33919481
btc,2018-04-12T00:00:00.000000000Z,1.52215846
btc,2018-04-13T00:00:00.000000000Z,1.52369622
btc,2018-04-14T00:00:00.000000000Z,1.54037773
btc,2018-04-15T00:00:00.000000000Z,1.60406337
btc,2018-04-16T00:00:00.000000000Z,1.54777167
btc,2018-04-17T00:00:00.000000000Z,1.51791712
btc,2018-04-18T00:00:00.000000000Z,1.57002305
btc,2018-04-19T00:00:00.000000000Z,1.58612722
btc,2018-04-20T00:00:00.000000000Z,1.69131108
btc,2018-04-21T00:00:00.000000000Z,1.69378446
btc,2018-04-22T00:00:00.000000000Z,1.68092587
btc,2018-04-23T00:00:00.000000000Z,1.70339486
btc,2018-04-24T00:00:00.000000000Z,1.83531084
btc,2018-04-25T00:00:00.000000000Z,1.68455575
btc,2018-04-26T00:00:00.000000000Z,1.75708104
btc,2018-04-27T00:00:00.000000000Z,1.70402847
btc,2018-04-28T00:00:00.000000000Z,1.77091583
btc,2018-04-29T00:00:00.000000000Z,1.78054751
btc,2018-04-30T00:00:00.000000000Z,1.74740041
btc,2018-05-01T00:00:00.000000000Z,1.71724649
btc,2018-05-02T00:00:00.000000000Z,1.7386519
btc,2018-05-03T00:00:00.000000000Z,1.83904816
btc,2018-05-04T00:00:00.000000000Z,1.82662477
btc,2018-05-05T00:00:00.000000000Z,1.84393794
btc,2018-05-06T00:00:00.000000000Z,1.80577797
btc,2018-05-07T00:00:00.000000000Z,1.75762436
btc,2018-05-08T00:00:00.000000000Z,1.73387152
btc,2018-05-09T00:00:00.000000000Z,1.74723256
btc,2018-05-10T00:00:00.000000000Z,1.69887071
btc,2018-05-11T00:00:00.000000000Z,1.58493865
btc,2018-05-12T00:00:00.000000000Z,1.5974431
btc,2018-05-13T00:00:00.000000000Z,1.63680889
btc,2018-05-14T00:00:00.000000000Z,1.62361239
btc,2018-05-15T00:00:00.000000000Z,1.58958164
btc,2018-05-16T00:00:00.000000000Z,1.56132079
btc,2018-05-17T00:00:00.000000000Z,1.50426871
btc,2018-05-18T00:00:00.000000000Z,1.5392871
btc,2018-05-19T00:00:00.000000000Z,1.53821787
btc,2018-05-20T00:00:00.000000000Z,1.59036292
btc,2018-05-21T00:00:00.000000000Z,1.56883389
btc,2018-05-22T00:00:00.000000000Z,1.49717102
btc,2018-05-23T00:00:00.000000000Z,1.40810171
btc,2018-05-24T00:00:00.000000000Z,1.41826534
btc,2018-05-25T00:00:00.000000000Z,1.39150485
btc,2018-05-26T00:00:00.000000000Z,1.37360478
btc,2018-05-27T00:00:00.000000000Z,1.37644815
btc,2018-05-28T00:00:00.000000000Z,1.33597351
btc,2018-05-29T00:00:00.000000000Z,1.40088628
btc,2018-05-30T00:00:00.000000000Z,1.38664652
btc,2018-05-31T00:00:00.000000000Z,1.40689168
btc,2018-06-01T00:00:00.000000000Z,1.41524122
btc,2018-06-02T00:00:00.000000000Z,1.43730299
btc,2018-06-03T00:00:00.000000000Z,1.44919617
btc,2018-06-04T00:00:00.000000000Z,1.40952829
btc,2018-06-05T00:00:00.000000000Z,1.43371987
btc,2018-06-06T00:00:00.000000000Z,1.44133056
btc,2018-06-07T00:00:00.000000000Z,1.44450247
btc,2018-06-08T00:00:00.000000000Z,1.43712165
btc,2018-06-09T00:00:00.000000000Z,1.42518183
btc,2018-06-10T00:00:00.000000000Z,1.27551954
btc,2018-06-11T00:00:00.000000000Z,1.29750932
btc,2018-06-12T00:00:00.000000000Z,1.23858038
btc,2018-06-13T00:00:00.000000000Z,1.20092906
btc,2018-06-14T00:00:00.000000000Z,1.2632478
btc,2018-06-15T00:00:00.000000000Z,1.22097074
btc,2018-06-16T00:00:00.000000000Z,1.23955794
btc,2018-06-17T00:00:00.000000000Z,1.23172728
btc,2018-06-18T00:00:00.000000000Z,1.28056779
btc,2018-06-19T00:00:00.000000000Z,1.28664559
btc,2018-06-20T00:00:00.000000000Z,1.29123078
btc,2018-06-21T00:00:00.000000000Z,1.28466547
btc,2018-06-22T00:00:00.000000000Z,1.16113556
btc,2018-06-23T00:00:00.000000000Z,1.18384639
btc,2018-06-24T00:00:00.000000000Z,1.17963703
btc,2018-06-25T00:00:00.000000000Z,1.19907224
btc,2018-06-26T00:00:00.000000000Z,1.17183193
btc,2018-06-27T00:00:00.000000000Z,1.19000509
btc,2018-06-28T00:00:00.000000000Z,1.13776355
btc,2018-06-29T00:00:00.000000000Z,1.20834141
btc,2018-06-30T00:00:00.000000000Z,1.23851505
btc,2018-07-01T00:00:00.000000000Z,1.23860628
btc,2018-07-02T00:00:00.000000000Z,1.28633397
btc,2018-07-03T00:00:00.000000000Z,1.26579418
btc,2018-07-04T00:00:00.000000000Z,1.28137705
btc,2018-07-05T00:00:00.000000000Z,1.27324533
btc,2018-07-06T00:00:00.000000000Z,1.28661278
btc,2018-07-07T00:00:00.000000000Z,1.31378163
btc,2018-07-08T00:00:00.000000000Z,1.30865599
btc,2018-07-09T00:00:00.000000000Z,1.30098801
btc,2018-07-10T00:00:00.000000000Z,1.2330456
btc,2018-07-11T00:00:00.000000000Z,1.24746562
btc,2018-07-12T00:00:00.000000000Z,1.20621817
btc,2018-07-13T00:00:00.000000000Z,1.21722522
btc,2018-07-14T00:00:00.000000000Z,1.22667095
